,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
1212,9-507,What is decomposed in decomposition?,"{'text': array(['lifeless life forms', 'living creatures', 'metals', 'plastics'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,decomposition is when a decomposer breaks down dead organisms,1.0,1.4,1e6dc77bb6
1213,1784,The shape of a hummingbird's beak is an adaptation for,"{'text': array(['getting to hard to reach wood',
       'getting to hard to reach females',
       'getting to hard to reach rocks',
       'getting to hard to reach nutrients'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sharp beaks are a kind of adaptation for catching prey,1.0,1.6,303bb2cb4a
1214,9-1109,What eat other animals?,"{'text': array(['herbivores', 'bacteria', 'flesh eaters', 'giraffes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,predators eat other animals,1.0,1.6,1e6dc77bb6
1215,9-588,A lot of animals would avoid,"{'text': array(['piles of discarded diapers', 'freshly off the grill steak',
       'flowers that have just bloomed', 'pools of clear, clean water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,most animals avoid bad odors,1.0,1.8,a8ecf6eaeb
1216,9-568,You can find ferrous metals in,"{'text': array(['Grass', 'Vehicle scraps', 'Wood', 'Glass'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,ferrous metals contain iron,1.0,2.0,cee82219a0
1217,1927,"After exiting the gym, the man's heart rate was most likely?","{'text': array(['higher', 'lower', 'normal', 'fluctuating'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as energy required for an activity increases , pulse will increase",1.0,2.0,303bb2cb4a
1218,1589,Peddling a bicycle can be accomplished by,"{'text': array(['dolphins', 'dogs', 'possessors of thumbs', 'emus'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a human can pedal a bicycle,1.0,1.6,a8ecf6eaeb
1219,9-495,"if two things seemingly come closer together without a person interfering, which of these is likely?","{'text': array(['the objects are possessed',
       'the objects could have magnetic properties', 'the sun is rising',
       'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,magnetic attraction pulls two objects together,1.0,2.0,cf7109905e
1220,7-350,"If a bird is green, another bird can realize that by","{'text': array(['noticing it', 'visiting it', 'touching it', 'killing it'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the color of an object can be discovered by looking at that object,1.0,1.2,b356d338b7
1221,9-536,Sound can be used for communication by,"{'text': array(['creatures', 'plants', 'water', 'planets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,sound can be used for communication by animals,1.0,2.0,1e6dc77bb6
1222,8-357,"A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock","{'text': array(['is now an underground chamber', 'is now solid gold',
       'is now about to explode', 'is now much bigger'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a cavern is formed by carbonic acid in groundwater seeping through rock and dissolving limestone,1.0,1.8,b356d338b7
1223,7-1029,In a year there is a complete revolution around a,"{'text': array(['core', 'planet', 'star', 'moon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a complete revolution of the Earth around the sun takes one solar year,1.0,2.0,7189327f06
1224,9-1065,Which action may be seen an action that benefits the environment,"{'text': array(['redeeming aluminum cans', 'burning trash', 'hunting deer',
       'Building inground pool'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,recycling has a positive impact on the environment,0.8,1.8,063988c9fc
1225,9-139,What does the digestive system break down into simple substances?,"{'text': array(['metals', 'stones', 'plastic food', 'nutriment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the breaking down of food into simple substances occurs in the digestive system,1.0,1.4,1e6dc77bb6
1226,7-172,Gravity effects water most when it is,"{'text': array(['on a curved surface', 'full of marine life',
       'flowing rapidly with waves', 'in the ocean or lake'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,water flows down a slope,0.8,1.0,b356d338b7
1227,9-208,Newer hybrid cars will have what effect on the gas usage in the world over time?,"{'text': array(['less', 'more', 'more electric', 'slower cars'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as mileage per galon of gasoline increases , the amount of gasoline used will decrease",0.8,1.6,52dbc5c7af
1228,1276,A compass,"{'text': array(['knows orientation', 'Tracks People', 'Cleans', 'Invented in 1905'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a compass is used to navigate oceans,1.0,1.6,cee82219a0
1229,7-1049,A person is cooled by a liquid coming from the,"{'text': array(['clothes', 'eyes', 'hair', 'skin'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"when the body is hot , sweat is produced to cool the body",1.0,1.8,7189327f06
1230,1878,condensation is a stage in the water cycle process when,"{'text': array(['ice splashes water in my glass', 'a raindrop lands in my eye',
       'a moist film is on my spectacles', 'sweat falls into my eyes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,condensation is a stage in the water cycle process,1.0,1.8,fd3aeffe8c
1231,7-1146,"An animal usually requires a warm body temperature for survival, such as","{'text': array(['a bird in a tree', 'a snake in a desert', 'a fox in the snow',
       'a shark in the water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an animal usually requires a warm body temperature for survival,1.0,1.4,b356d338b7
1232,1404,A rainy environment results in,"{'text': array(['more overcast days', 'more sunny days', 'less overcast days',
       'a dry environment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the amount of rain increases in an environment , available sunlight will decrease in that environment",1.0,2.0,a8ecf6eaeb
1233,1232,Winter in the northern hemisphere is occurring on,"{'text': array(['the day after July 4th', 'two days before April 23rd',
       'the day after November 30th', 'the day before Halloween'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,December is during the winter in the northern hemisphere,1.0,1.6,a8ecf6eaeb
1234,9-1127,What kind of organisms decay?,"{'text': array(['harvested turnips', 'alive humans', 'sleeping dogs',
       'hibernating bears'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,dead organisms decay,1.0,1.6,52dbc5c7af
1235,1644,"What shows that as the size of a flower increases , the number of pollinators it will attract increases?","{'text': array(['butterflies blend in with flowers where they exist',
       'ducks prefer to sleep in water that has flowering water lilies',
       'people prefer to walk through gardens that have a large number of flowering plants',
       'planting flowering plants causes bees to gather en masse'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as the size of a flower increases , the number of pollinators it will attract increases",0.8,1.6,b356d338b7
1236,115,Maps may be redrawn because of,"{'text': array(['an avalanche', 'a deep freeze', 'a glacier', 'an earthquake'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,an earthquake changes Earth 's surface quickly,0.8,1.0,7189327f06
1237,9-598,Chemical reactions can be the cause of new formations of which?,"{'text': array(['Temperatures', 'Shapes', 'Colors', 'Substances'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,chemical reactions cause different substances to form,1.0,1.8,6fcf2544e8
1238,1082,What is one use of a spider's web?,"{'text': array(['camouflage', 'obtaining sustenance', 'home', 'decoration'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a spider web is used to capture food by spiders,1.0,1.8,49e440705c
1239,8-159,the earth is the source of,"{'text': array(['joy', 'natural resources', 'humanity', 'intellegence'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,nature is the source of natural resources,0.8,0.6,dc78319bb0
1240,7-786,Which item can help someone who is trying to conserve?,"{'text': array(['a plastic fork', 'a paper towel', 'a shipping box',
       'a menstrual cup'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,An example of conservation is avoiding waste,0.8,1.8,7189327f06
1241,1341,The moon,"{'text': array(['has seven great lakes', 'is devoid of seas',
       'is larger than the Earth', 'has a powerful magnetic field'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the moon does not contain water,1.0,1.8,a8ecf6eaeb
1242,798,This material was less of a thermal conductor,"{'text': array(['aluminum', 'copper', 'thermal underwear', 'steel'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,metal is a thermal conductor,0.8,1.6,7189327f06
1243,7-1163,A vehicle stops when brakes are pressed because,"{'text': array(['the tires are being halted by pressure', 'the streets are bumpy',
       'the roads have friction',
       'the tires are unable to create friction'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,friction is used for stopping a vehicle by brakes,1.0,1.8,b356d338b7
1244,9-787,Which of these is usually green in color?,"{'text': array(['The Alps', 'Antarctica', 'Redwood National Park', 'The Pacific'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a forest environment is often green in color,1.0,2.0,c1e2e5a65e
1245,9-778,California experiences heavy earthquake activity due to,"{'text': array(['errostion', 'techtonics', 'volcanic activity', 'fire'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a tectonic plate moves along a fault line,1.0,2.0,dc78319bb0
1246,7-348,The northern hemisphere experiences winter,"{'text': array(['the month after March', 'the month after November',
       'the month after August', 'the month after June'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,January is during the winter in the northern hemisphere,1.0,2.0,a8ecf6eaeb
1247,9-651,"When dirt has eroded, it takes on this pattern","{'text': array(['circular', 'grooved', 'hydration', 'folding'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,soil loss causes grooves in soil,1.0,2.0,808e797db4
1248,9-356,What causes objects that have mass to be pulled down?,"{'text': array(['planetary pull', 'wind', 'water force', 'weight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,gravitational force causes objects that have mass to be pulled down on a planet,0.8,1.8,1e6dc77bb6
1249,1433,What is an example of endangered?,"{'text': array(['deer are hunted to keep population levels in check',
       'birds fly south for the winter',
       'deer relocate in order to find better food',
       'hawks hunt all of the mice from a field'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,endangered means low in population,1.0,1.8,b356d338b7
1250,9-828,Some animals are aided in finding food sources by,"{'text': array(['aroma', 'neon signs', 'constellations', 'mating calls'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,smell is used for finding food by some animals,1.0,2.0,a8ecf6eaeb
1251,443,"If the leaves are removed from an oak tree, that can cause the tree to","{'text': array(['lose water', 'lose acorns', 'lose bark', 'lose energy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a leaf performs photosynthesis,0.8,1.4,7189327f06
1252,7-764,Using rubber gloves when working on electronics can,"{'text': array(['ruin the electronics completely',
       'keep electricity moving quickly',
       'keep electricity from moving as quickly',
       'stop the electronics from ever working'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an electrical insulator slows the transfer of electricity,1.0,1.4,b356d338b7
