id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
14-664,An example of combining two substances is,"{'text': array(['pouring queso into guacamole', 'setting a laptop on a desk',
       'building a roof on a house', 'putting clothes in a suitcase'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,An example of combining two substances is pouring one substance into the other substance,1.0,2.0,7189327f06,41
11-740,Which uses electrical energy to function?,"{'text': array(['liver', 'tree', 'dog', 'iPod'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,electric devices require electrical energy to function,1.0,1.6,7b06152ffc,41
641,Light that can burn skin is produced by a,"{'text': array(['flashlight', 'laser', 'light bulb', 'fluorescent light'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a laser is used for producing light,1.0,1.6,7189327f06,41
10-3,A person hits two drumsticks together and,"{'text': array(['they light up', 'they fall apart', 'the insides quake',
       'they burn'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,tapping two objects together causes the particles in those objects to vibrate,1.0,1.67,b356d338b7,41
14-736,An attractive woman got her eye color via,"{'text': array(['recessive emails', 'dominance', 'saliva', 'chromosomes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,DNA is a vehicle for passing inherited characteristics from parent to offspring,1.0,2.0,7c933a44d8,41
12-1076,One way to recycle paper is by using it to,"{'text': array(['build oceans', 'build spaceships', 'wipe grime', 'build cars'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,paper is recyclable,1.0,1.6,cee82219a0,42
11-627,The warmest part of the year happens while,"{'text': array(['a comet is flying close by', 'mercury is visible in the sky',
       'the hemisphere of that region is tilted towards from the sun',
       'the hemisphere of that region is tilted away from the sun'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,summer is when a hemisphere is tilted towards the sun,1.0,2.0,3f32b550f3,42
13-560,"If you want to study a flower closely, use","{'text': array(['an enlarger', 'a fork', 'a mirror', 'a telescope'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,microscope is used to see small things by making them appear bigger,0.8,1.6,474293f37c,42
14-74,Holding a hot dog over a campfire makes it,"{'text': array(['carbon dioxide', 'vegan', 'a marshmallow', 'stiffer'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,cooking causes a chemical reaction,1.0,2.0,7c933a44d8,42
12-814,What are you unlikely to find in a canyon?,"{'text': array(['granite', 'sandstone', 'squid', 'limestone'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a canyon is made of rocks,0.8,1.6,7c933a44d8,42
12-149,What is most easily shown by a line graph?,"{'text': array(['the quantity of carp in a pond',
       ""the thoughts in a person's mind"",
       'the amount of nothingness in the universe',
       'the number of gods in the universe'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a line graph is used for showing change over time,0.8,1.6,7b06152ffc,42
13-329,he sun rising and setting causes cycles of,"{'text': array(['evolution', 'available luminance', 'dancing', 'cooking'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,the sun rising and setting causes cycles of day and night,1.0,1.6,6240cdfd8d,42
11-395,Which can be said to have the most volume?,"{'text': array(['the Sun', 'Venus', 'the moon', 'the Earth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the volume of an object can be used to describe the size of that object,1.0,1.6,7b06152ffc,42
9-424,What action does sweat take once it forms?,"{'text': array(['it contracts', 'it falls', 'it expands', 'it rises'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,matter in the liquid state drips,0.8,1.8,9cc91104fa,42
14-1231,Which would a fire likely be the cause of?,"{'text': array(['an ice formation in the ocean', ""a cat's unique fur pattern"",
       'a person eating a bowl of cereal',
       'a scar on the back of a tiger'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,fire causes burning,0.8,1.8,7b06152ffc,42
14-865,What would you likely notice the taste of?,"{'text': array(['ice', 'tropical twist', 'water', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,animals taste flavors,1.0,1.8,7b06152ffc,42
1011,Which is most likely a pollinating animal?,"{'text': array(['bear', 'spider', 'Anthophila', 'crocodile'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An insect is a pollinating animal,0.8,1.6,64d9056837,42
14-1028,Amoebas have zero options and must preform,"{'text': array(['zero duties', 'most duties', 'all responsibilities',
       'some duties'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if a cell can not specialize then that cell must perform all life functions,1.0,2.0,dc78319bb0,42
10-344,If I wanted to get energy what could I do?,"{'text': array(['Eat a cucumber', 'Go running', 'Eat dust', 'Go swimming'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,having food has a positive impact on an organism 's health,1.0,1.83,cee82219a0,42
10-81,Camouflage is used by entities for hunting,"{'text': array(['air', 'trees', 'vittles', 'water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of camouflage is an organism looking like leaves,1.0,1.33,52dbc5c7af,42
10-36,What are nutrients a source of energy for?,"{'text': array(['water', 'whales', 'stars', 'plastids'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,nutrients are a source of energy for living things,1.0,2.0,1e6dc77bb6,42
14-1009,"A load of nutriment, when consumed, will be","{'text': array(['tilled in the soil', 'burned in a fire',
       'utilized internally by something', 'made into golden wheat'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the digestive system digests food for the body,1.0,2.0,b356d338b7,43
12-153,A way to warm your skin with sunlight is to,"{'text': array(['sit near a fan', 'sit in an igloo', 'sit under an umbrella',
       'ride in a truck bed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sunlight produces heat,0.8,1.6,b356d338b7,43
13-384,Which acts as an insulator for electricity?,"{'text': array(['A metal ring', 'A battery', 'A door hinge', 'Beeswax'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,wax is an electrical energy insulator,0.8,1.4,9360eb45e7,43
12-110,"If this fell on you, you would probably die","{'text': array(['a leaning tower', 'a balloon', 'a feather', 'a towel'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,buildings collapsing often cause death,1.0,2.0,7c933a44d8,43
8-291,Removing the tree an owl makes it's home in,"{'text': array([""demolishes the owl's home"", 'means the owl will go with the tree',
       'allows the owl to remodel', 'causes the owl to perish'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if a habitat is removed then that habitat is destroyed,0.8,1.4,a8ecf6eaeb,43
11-177,Which of the following was made from sugar?,"{'text': array(['oxygen', 'meat', 'bread', 'flour'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,carbohydrates are made of sugars,1.0,1.2,7b06152ffc,43
14-845,Which is more likely to be able to develop?,"{'text': array(['an egg under water', 'an egg near a light bulb',
       'an egg in the arctic', 'an egg in a freezer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,an egg requires warmth to develop,1.0,2.0,3f694a1978,43
13-585,if a habitat is destroyed then that habitat,"{'text': array(['is clean', 'is smelly', 'is super', 'is gone forever'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if a habitat is destroyed then that habitat can not support animals,1.0,2.0,6240cdfd8d,43
13-136,One way to encourage seeds to grow might be,"{'text': array(['throwing the seeds away', 'telling the plants to grow up',
       'using a table lamp', 'mowing down the grass to nothingness'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,seeds may sprout when buried in soil,1.0,2.0,cee82219a0,43
9-737,Disposition is the process of forming what?,"{'text': array(['Crystals', 'Rocks', 'Salactites', 'Gemstones'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,stalactites are formed by deposition,0.8,1.6,6fcf2544e8,43
14-1392,An earthquake causes the ground to do what?,"{'text': array(['rain', 'erupt', 'calm', 'quiver'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,an earthquake causes the ground to shake,1.0,2.0,1e6dc77bb6,43
14-1442,It is very difficult for carrots to grow in,"{'text': array(['topsoil', 'Kansas', 'peat', 'adobe'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the looseness of soil has a positive impact on a plant 's roots' growth in that soil,1.0,2.0,dc78319bb0,43
10-823,A level area near a steady flow of water is,"{'text': array(['large salt-water ocean', 'a mountain peak', 'a fjord',
       'a flood plain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"when a river floods , that river deposits sediment in flood plains",1.0,1.6,7c933a44d8,43
10-622,Bananas spread their chromosomes because of,"{'text': array(['bats', 'apples and oranges', 'snakes', 'Jamaican singers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,seed dispersal has a positive impact on a plant,1.0,1.2,7c933a44d8,43
11-281,What might have a negative impact on a child,"{'text': array(['buying them things', 'hitting them', 'loving them',
       'hugging them'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,harming something has a negative impact on that something,1.0,1.6,cee82219a0,44
13-867,What makes it difficult to hear on the moon?,"{'text': array(['lack of air', 'stiff breezes', 'wind', 'sea monsters'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,air is a vehicle for sound,0.8,1.8,7c933a44d8,44
13-286,some animals remove their hair coverings for,"{'text': array(['naptime', 'lunchtime', 'mating season', 'scorching climates'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some animals shed fur in warm weather,0.8,1.6,6240cdfd8d,44
7-584,When standing miles away from Mount Rushmore,"{'text': array(['the mountains seem very close', 'the mountains are boring',
       'the mountains look the same as from up close',
       'the mountains seem smaller than in photographs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as distance to an object increases , that object will appear smaller",1.0,1.4,b356d338b7,44
10-240,If an environment experiences harsh climates,"{'text': array(['plants will continue to flourish', 'ponds may dry up',
       'tadpoles will mature faster into frogs',
       'animals will experience a boom in reproduction'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a greenhouse is used to protect plants by keeping them warm,1.0,2.0,52dbc5c7af,44
12-951,What anchors plants into the soil are called,"{'text': array(['a form of webbing', 'Velcro with extra grip',
       'the same as an american television miniseries about slavery',
       'large anchors made of metal'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,roots anchor plants into the soil,0.8,1.4,78e0a411ed,44
14-980,If an environment experiences a long drought,"{'text': array(['animals will experience a boom in reproduction',
       'ponds may dry up and kill off the fish population',
       'tadpoles will mature faster into frogs',
       'plants will continue to flourish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if the amount of available food and water decreases in an environment then animals may leave that environment to find food and water,1.0,2.0,52dbc5c7af,44
14-954,This likely relies on a circuit being closed,"{'text': array(['your iPhone charger', 'your hair brush', 'your hat', 'your shoes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"when a switch in a simple series circuit is closed , electricity will flow through the circuit",1.0,2.0,7b06152ffc,44
13-266,Wax is on some plant leaves for what reason?,"{'text': array(['stay moist for warm weather',
       'keep water available for predators', 'keep the hydration inside',
       'creation of toxins in the cells'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,usually plants store the food they produce for future use,1.0,1.2,52dbc5c7af,44
12-382,You can produce what by burning natural gas?,"{'text': array(['snow', 'a warmer room', 'oxygen', 'water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,natural gas is a source of heat by burning,1.0,1.8,3f32b550f3,44
12-100,Where would one likely find the least water?,"{'text': array([""in the elephant's habitat"", ""in the crab's habitat"",
       ""in the cow's habitat"", ""in the cactus' habitat""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as dryness increases in an environment , the available water in that environment will decrease",1.0,1.6,7b06152ffc,44
