Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
83,884,Il y a maintenant beaucoup plus de gens à cause de,"{'text': array(['une agriculture efficace', 'plus de villes', 'ordinateurs',
       'réchauffement climatique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'augmentation de quelque chose requis par un organisme a un impact positif sur la survie de cet organisme,1.0,1.6,7189327f06
84,8-267,L'eau dans un pot scellé pourrait faire quoi lorsqu'elle est placée dans le congélateur?,"{'text': array(['évaporation', ""c'est bon"", 'fondre', 'fuite'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"quand l'eau gèle, que l'eau se développe",1.0,1.6,9d751854d9
85,1230,Qu'est-ce qui provoque une réaction chimique?,"{'text': array(['mélange et chauffage des articles comestibles',
       ""mettre de l'eau dans un bol"", 'caresser un petit chat',
       'rouler une balle sur un plancher'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la cuisson provoque une réaction chimique,1.0,1.0,b356d338b7
86,9-283,Qu'est-ce qui stocke les aliments pour une utilisation future et est vert?,"{'text': array(['bactéries', 'truite', 'virus', 'arbre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,habituellement les plantes stockent les aliments qu'elles produisent pour une utilisation future,1.0,1.2,52dbc5c7af
87,9-1088,Remplir une bouteille d'eau et la placer dans le congélateur peut conduire à,"{'text': array(['desserrage du couvercle du flacon', 'déflation de la bouteille',
       'glaçons au congélateur', 'éclatement de la bouteille'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"quand l'eau gèle, que l'eau se développe",1.0,1.8,a8ecf6eaeb
88,9-446,Quelles fonctions sans contact entre objets ?,"{'text': array(['poids', 'frottement', 'les contraires attirant', 'pression'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le magnétisme n'exige pas le contact entre les objets pour agir,1.0,2.0,1e6dc77bb6
89,168,Qui ne contient pas d'eau ?,"{'text': array(['Mer de Tranquilitie', 'Mer Caspienne', 'Mer Morte',
       'Mer des Caraïbes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la lune ne contient pas d'eau,1.0,2.0,be7a45e47c
90,7-6,Champignons,"{'text': array(['peuvent faire leur travail de chaîne alimentaire sans ingestion',
       'agir comme prédateurs dans la chaîne alimentaire',
       ""sont toujours sûrs d'ingérer"",
       'occuper le sommet de la chaîne alimentaire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"Dans la chaîne alimentaire, les champignons ont le rôle de décomposeur",1.0,1.6,a8ecf6eaeb
91,172,"Par rapport à un nageur régulier, un plongeur de plongée traite avec plus","{'text': array(['chaleur', 'pression', 'eau', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"comme un objet descend dans l'eau, la pression sur cet objet augmentera",1.0,2.0,7189327f06
92,1442,Quel est l'exemple du fait qu'une chose est morte une fois qu'elle meurt après avoir vécu auparavant?,"{'text': array([""un petit écureuil tombe d'un arbre et casse sa jambe"",
       'un panda arrête de manger et tombe dans le coma',
       'un chien est paralysé et incapable de bouger',
       'un chat vivant est décédé après avoir été frappé par une voiture'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si une chose vivante meurt alors cette chose vivante est morte,1.0,2.0,b356d338b7
93,8-212,Les nuages de tonnerre sont,"{'text': array(['rempli de belle musique', ""d'un poids significatif"",
       'la couleur rose clair', 'prendre 10 ans pour former'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les nuages produisent de la pluie,1.0,1.2,cee82219a0
94,7-145,Si quelqu'un subit des chutes fréquentes,"{'text': array(['ils devraient quitter leur maison',
       ""ils devraient juste arrêter d'essayer de marcher"",
       'ils devraient essayer de porter des chaussures plus lèche-cul',
       'ils devraient essayer de poser des tapis ou jeter des tapis'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"comme la douceur de quelque chose augmente, la friction de ce quelque chose diminuera quand sa surface se déplace contre une autre surface",0.8,1.2,a8ecf6eaeb
95,7-13,Il est plus facile d'obtenir une photo claire de la lune par,"{'text': array(['utilisant une grande loupe', 'utilisant un téléobjectif',
       'utilisant une lentille télescopique',
       'regarder à travers un microscope'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"comme la taille d'un objet apparaît plus grand, cet objet sera mieux observé",1.0,1.8,b356d338b7
96,7-88,Remplir un verre avec des marqueurs pour les quantités de tasse sur elle serait,"{'text': array(['voir combien de données reste sur un téléphone',
       'une partie de la fabrication de chili',
       ""une façon d'envisager d'obtenir quelque chose"",
       'un moyen de recueillir des données'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Un exemple de collecte de données est la mesure,0.8,1.0,b356d338b7
97,9-335,Les neiges d'hiver suivent la chute des feuilles de l'automne,"{'text': array(['trois mois', 'trois jours', 'trois ans', '12 mois'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une nouvelle saison se produit une fois par trois mois,1.0,1.6,7c933a44d8
98,7-1082,La façon dont les écureuils rangent la nourriture pendant la saison froide assure qu'ils,"{'text': array(['survivre', 'manger', 'vivant', 'grandir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les écureuils ramassent les noix à l'automne pour manger pendant l'hiver,1.0,1.2,b356d338b7
99,7-898,Un exemple de consommateur serait,"{'text': array(['une herbe à museau de cerf',
       'une plante commençant à photosynthèse',
       'un écureuil mangeant un bug', 'un loup mangeant un cerf'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les consommateurs mangent d'autres organismes,0.8,0.4,b356d338b7
100,9-1142,Manger et digérer un gros repas est garanti,"{'text': array(['maladie', 'matière fécale', 'carburant', 'engrais'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les procédés produisent parfois des déchets,0.8,1.6,dc78319bb0
101,7-926,"Les canyons sont généralement vieux, énormes et à couper le souffle et sont","{'text': array(['bombées de sable', 'rempli de faune locale',
       'intérieur sale et boueux',
       'typiquement matérialisé avec la pierre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un canyon est fait de roches,0.8,1.0,b356d338b7
102,7-721,"Si une pièce va être humide, ou sèche, dépend de la quantité de vapeur d'eau dans l'air, donc si une pièce veut être humide","{'text': array(['courir un bain', 'utiliser un déshumidificateur',
       'ouvrir une fenêtre', ""espérons qu'il pleuve""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,humidité est la quantité de vapeur d'eau dans l'air,0.8,1.4,b356d338b7
103,9-180,Quel impact sur la capacité des objets à réfléchir la lumière?,"{'text': array(['palette de couleurs', 'poids', 'hauteur', 'odeur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"comme la légèreté dans la couleur d'un objet augmente, la capacité de cet objet à réfléchir la lumière augmentera",1.0,2.0,1e6dc77bb6
104,9-1013,lequel de ceux-ci ferait un objet idéal pour entrer avec un marteau?,"{'text': array(['un clou de fer', 'un clou métallique', 'un clou en acier',
       'tous ces'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,clous de fer en fer,1.0,1.0,cf7109905e
105,9-601,les variétés végétales locales sont les meilleures pour améliorer,"{'text': array(['statut social', 'environnement', 'réception par satellite',
       'futur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,planter des plantes indigènes a un impact positif sur un écosystème,1.0,2.0,dc78319bb0
106,370,Électricité envoyée par un conducteur,"{'text': array(['stoppe le fonctionnement du conducteur',
       'se déplace comme la circulation à travers un feu vert',
       'provoque le feu à travers le conducteur',
       'retourne la chaleur au conducteur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'envoi d'électricité par un conducteur provoque le flux d'électricité par ce conducteur,0.8,1.4,a8ecf6eaeb
107,9-1077,"Le soleil est une source de laquelle, d'abord et avant tout?","{'text': array(['Lumière', 'Énergie', 'Chaleur', 'Éléments nutritifs)'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le soleil est une source de lumière appelée soleil,1.0,1.8,6fcf2544e8
108,9-372,Où dans le monde une personne aura la plus petite ombre à midi?,"{'text': array(['le cercle arctique', 'le pôle sud', 'le pôle nord',
       ""près de l'équateur""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"comme source de lumière se déplace directement au-dessus d'un objet, la taille de l'ombre de cet objet diminuera",1.0,1.6,3c248b4dc4
109,9-1091,L'huile est la source d'un matériau utilisé pour un objet,"{'text': array(['planches de bois', 'carton', 'une grande pierre', 'roues'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'huile est une source d'essence,1.0,1.6,7189327f06
110,8-289,Un aimant attirerait,"{'text': array(['Brosse à cheveux en bois', 'Oranges', 'Verrerie', 'Bouchons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un aimant attire les métaux ferromagnétiques par le magnétisme,1.0,2.0,cee82219a0
111,9-527,Dans quel genre d'habitat vivraient les êtres vivants?,"{'text': array(['Un habitat riche en eau',
       'Un habitat aux conditions météorologiques variables',
       'Un habitat que la plupart des animaux choisissent',
       'Un habitat avec de nombreux jouets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"quand un habitat peut soutenir des êtres vivants , les êtres vivants peuvent vivre dans cet habitat",1.0,0.5,32910e3c71
112,9-599,"Une personne finit de boire une bouteille d'eau et remarque qu'au bas de la bouteille est un petit symbole, composé de trois flèches en forme triangulaire. Ce symbole dit à la personne qu'elle devrait","{'text': array([""l'avoir refait"", 'brûler la bouteille', 'réutiliser la bouteille',
       'refaire la bouteille'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,recyclable signifie qu'un matériau peut être recyclé,0.8,1.4,b356d338b7
113,7-958,Pour mieux comprendre le monde qui nous entoure,"{'text': array(['surveiller plusieurs programmes éducatifs',
       'discuter de sujets avec des profanes',
       'inspecter, noter et considérer',
       'faire des notes dans les livres'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les scientifiques font des observations,0.8,0.8,b356d338b7
114,9-17,"Une femme laisse de la viande sur le comptoir, et les bactéries commencent à croître rapidement à la surface. Cette bactérie peut causer","{'text': array(['aliments transformés', 'haricots de culture', 'caramel collant',
       'oranges piquées'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les microorganismes causent la détérioration des aliments,1.0,1.8,b356d338b7
115,9-256,Les étoiles apparaissent dans différentes zones du ciel à différentes périodes de l'année en raison de quoi?,"{'text': array(['Rotation des terres', 'Changements climatiques',
       'Rotation du soleil', 'Changement de temps'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,la Terre tournant autour du soleil fait apparaître des étoiles dans différentes zones du ciel à différents moments de l'année,1.0,1.5,6fcf2544e8
116,826,Le maïs peut parfois,"{'text': array(['être cultivés dans des environnements arctiques',
       'être utilisé comme brassage', 'carburant une locomotive à vapeur',
       'carburant une voiture économique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'éthanol est parfois fait de maïs,1.0,1.6,a8ecf6eaeb
117,9-831,strumming une chaîne peut causer quel type d'onde?,"{'text': array(['Tidale', 'Pression', 'Lumière', 'Noir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,strumming une chaîne peut faire vibrer cette chaîne,1.0,1.8,651694b83b
118,7-563,Le corail est un type d'organisme vivant qui peut être identifié dans,"{'text': array([""seulement dans l'océan pacifique"",
       ""les emplacements d'eau salée ouverts"",
       ""n'importe où avec du liquide"", ""sources d'eau en amérique""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,corail vit dans l'océan,1.0,1.4,b356d338b7
119,7-56,"Ayant des sources végétales fiables dans un champ, un lapin peut réagir","{'text': array(['ayant de plus grandes portées', 'trouver un compagnon',
       'manger plus de nourriture', 'trouver de nouveaux aliments'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que le nombre de sources de nourriture augmente dans un environnement, la population des organismes augmentera dans cet environnement",0.8,1.0,b356d338b7
120,9-459,La couche de matériel sur le fond de la rivière Snake a été mise là par quoi?,"{'text': array(['nage de poissons',
       'dégradation liée aux conditions météorologiques',
       'réchauffement climatique', ""mouvements d'animaux""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,sédiment est formé par l'altération,0.8,1.6,52dbc5c7af
121,723,"Qui convertit le dioxyde de carbone, l'eau et l'énergie solaire en oxygène?","{'text': array(['chrysanthème', 'gui', 'champignon', 'mole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"photosynthèse signifie des plantes vertes converties en oxygène du dioxyde de carbone, de l'eau et de l'énergie solaire",0.8,1.4,be7a45e47c
122,9-841,Décembre est en été en quoi,"{'text': array(['la partie sud des villes', 'la partie nord de la Terre',
       'la partie sud de la troisième roche',
       'la partie sud de chaque rocher'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Décembre est pendant l'été dans l'hémisphère sud,0.8,1.6,0d935542d3
123,7-940,Les spasmes musculaires tremblements chez les animaux peuvent être causés par,"{'text': array(['température en chiffres simples', 'température en trois chiffres',
       'trouver les bonnes températures', 'ignorant la température'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,des températures fraîches font trembler les animaux,1.0,1.6,b356d338b7
